#doneu m, a, b = 
#        x              poli            horner        diferencia
   8.585000e-01    4.549857e-07    2.384186e-07    2.165671e-07
   8.590000e-01    9.926770e-07    2.384186e-07    7.542584e-07
   8.595000e-01    3.933649e-07    5.960464e-07    2.026815e-07
   8.600000e-01    1.376544e-06    7.152557e-07    6.612887e-07
   8.605000e-01    5.693960e-07    8.344650e-07    2.650690e-07
   8.610000e-01    1.016821e-06    1.907349e-06    8.905272e-07
   8.615000e-01    3.102085e-07    1.609325e-06    1.299117e-06
   8.620000e-01    9.639632e-08    1.609325e-06    1.512929e-06
   8.625000e-01    1.062249e-06    6.556511e-07    4.065980e-07
   8.630000e-01    8.008283e-07    7.152557e-07    8.557254e-08
   8.635000e-01    1.437504e-06    1.132488e-06    3.050156e-07
   8.640000e-01    5.262110e-07    1.728535e-06    1.202324e-06
   8.645000e-01    3.956222e-07    1.013279e-06    6.176568e-07
   8.650000e-01    9.813833e-07    1.311302e-06    3.299189e-07
   8.655000e-01    1.008433e-06    2.324581e-06    1.316148e-06
   8.660000e-01    6.781480e-07    1.490116e-06    8.119681e-07
   8.665000e-01    1.402251e-06    1.311302e-06    9.094879e-08
   8.670000e-01    9.887868e-07    1.013279e-06    2.449212e-08
   8.675000e-01   -3.348247e-07    9.536743e-07    1.288499e-06
   8.680000e-01    2.753736e-07    6.556511e-07    3.802775e-07
   8.685000e-01    6.291718e-07    1.966953e-06    1.337781e-06
   8.690000e-01   -2.418957e-07    1.013279e-06    1.255175e-06
   8.695000e-01    6.285625e-07    7.152557e-07    8.669321e-08
   8.700000e-01    6.602090e-07   -2.384186e-07    8.986275e-07
   8.705000e-01    1.001176e-06    7.748604e-07    2.263151e-07
   8.710000e-01   -3.569910e-07    1.251698e-06    1.608689e-06
   8.715000e-01    4.388264e-07    1.072884e-06    6.340572e-07
   8.720000e-01    6.390394e-07    3.576279e-07    2.814115e-07
   8.725000e-01    2.794848e-07    1.072884e-06    7.933988e-07
   8.730000e-01    9.284774e-07   -4.768372e-07    1.405315e-06
   8.735000e-01    4.017365e-07    8.344650e-07    4.327286e-07
   8.740000e-01    2.213127e-07    5.960464e-07    3.747337e-07
   8.745000e-01    4.969986e-07    1.013279e-06    5.162804e-07
   8.750000e-01    4.768372e-07    4.768372e-07    0.000000e+00
   8.755000e-01    6.954676e-07   -2.384186e-07    9.338862e-07
   8.760000e-01    2.311337e-07    4.768372e-07    2.457035e-07
   8.765000e-01    8.675298e-07    1.430511e-06    5.629817e-07
   8.770000e-01   -4.312644e-08    1.788139e-07    2.219404e-07
   8.775000e-01   -2.131582e-07   -1.192093e-07    9.394887e-08
   8.780000e-01    2.330494e-07    7.152557e-07    4.822064e-07
   8.785000e-01    7.266455e-07    1.013279e-06    2.866335e-07
   8.790000e-01    4.817023e-09    5.960464e-07    5.912294e-07
   8.795000e-01    5.378249e-07    4.172325e-07    1.205924e-07
   8.800000e-01    8.975502e-08    1.192093e-07    2.945427e-08
   8.805000e-01    2.547691e-07    4.172325e-07    1.624634e-07
   8.810000e-01    1.671285e-07    5.960464e-08    1.075239e-07
   8.815000e-01   -2.301218e-08    0.000000e+00    2.301218e-08
   8.820000e-01    8.748018e-07    5.960464e-07    2.787554e-07
   8.825000e-01    7.104646e-07    1.192093e-07    5.912553e-07
   8.830000e-01    5.280924e-07    2.384186e-07    2.896738e-07
   8.835000e-01   -2.626415e-08   -2.384186e-07    2.121544e-07
   8.840000e-01    1.849433e-07    0.000000e+00    1.849433e-07
   8.845000e-01    8.368228e-07   -4.768372e-07    1.313660e-06
   8.850000e-01    1.011102e-06    9.536743e-07    5.742800e-08
   8.855000e-01   -6.576950e-09    9.536743e-07    9.602512e-07
   8.860000e-01    2.920288e-07    2.384186e-07    5.361025e-08
   8.865000e-01   -4.399255e-07    7.152557e-07    1.155181e-06
   8.870000e-01    4.466653e-07    4.768372e-07    3.017189e-08
   8.875000e-01    1.822362e-07   -3.576279e-07    5.398641e-07
   8.880000e-01    4.892023e-07   -5.960464e-07    1.085249e-06
   8.885000e-01    4.484221e-07    2.980232e-07    1.503989e-07
   8.890000e-01    6.171858e-07    5.960464e-08    5.575812e-07
   8.895000e-01    7.962602e-07   -3.576279e-07    1.153888e-06
   8.900000e-01   -3.731357e-07   -5.960464e-07    2.229108e-07
   8.905000e-01   -6.690622e-07    1.788139e-07    8.478761e-07
   8.910000e-01   -3.185838e-07    0.000000e+00    3.185838e-07
   8.915000e-01    5.136064e-07   -9.536743e-07    1.467281e-06
   8.920000e-01    2.304338e-07   -3.576279e-07    5.880617e-07
   8.925000e-01    3.353570e-07    4.172325e-07    8.187547e-08
   8.930000e-01    8.445089e-07   -1.549721e-06    2.394230e-06
   8.935000e-01   -3.166936e-07    1.788139e-07    4.955076e-07
   8.940000e-01    7.347501e-07    2.384186e-07    4.963315e-07
   8.945000e-01    2.134948e-08    1.192093e-07    9.785981e-08
   8.950000e-01   -5.605070e-07   -1.192093e-07    4.412977e-07
   8.955000e-01    1.047579e-06   -3.576279e-07    1.405206e-06
   8.960000e-01   -3.815533e-07    5.960464e-07    9.775998e-07
   8.965000e-01    8.950379e-07   -8.344650e-07    1.729503e-06
   8.970000e-01   -7.278849e-07    4.768372e-07    1.204722e-06
   8.975000e-01    2.832035e-07   -1.072884e-06    1.356087e-06
   8.980000e-01    1.067683e-07   -2.384186e-07    3.451869e-07
   8.985000e-01   -3.699963e-07    8.344650e-07    1.204461e-06
   8.990000e-01    6.748524e-07    0.000000e+00    6.748524e-07
   8.995000e-01    1.021911e-07    1.788139e-06    1.685948e-06
   9.000000e-01   -9.486315e-07    0.000000e+00    9.486315e-07
   9.005000e-01   -6.129688e-07   -3.576279e-07    2.553409e-07
   9.010000e-01    8.360942e-07   -1.192093e-07    9.553034e-07
   9.015000e-01   -4.180775e-07   -1.192093e-07    2.988683e-07
   9.020000e-01    5.840419e-07    9.536743e-07    3.696324e-07
   9.025000e-01    5.316360e-07    0.000000e+00    5.316360e-07
   9.030000e-01    5.573849e-07    6.556511e-07    9.826618e-08
   9.035000e-01    4.306108e-07   -3.576279e-07    7.882386e-07
   9.040000e-01    1.044748e-06    1.192093e-07    9.255383e-07
   9.045000e-01   -4.290853e-07   -4.768372e-07    4.775185e-08
   9.050000e-01   -9.287035e-08    4.768372e-07    5.697075e-07
   9.055000e-01    5.839220e-07    6.556511e-07    7.172906e-08
   9.060000e-01    1.133991e-07   -3.576279e-07    4.710270e-07
   9.065000e-01    1.697234e-07   -1.192093e-07    2.889327e-07
   9.070000e-01   -4.721407e-07    9.536743e-07    1.425815e-06
   9.075000e-01    6.974211e-08    1.192093e-07    4.946718e-08
   9.080000e-01   -9.092162e-07    1.192093e-06    2.101309e-06
   9.085000e-01    3.382091e-07    2.384186e-07    9.979053e-08
   9.090000e-01   -4.431409e-07    1.192093e-06    1.635234e-06
   9.095000e-01    8.392844e-07    1.132488e-06    2.932038e-07
   9.100000e-01   -8.339391e-07   -5.960464e-07    2.378926e-07
   9.105000e-01   -5.969600e-07   -1.668930e-06    1.071970e-06
   9.110000e-01    4.615049e-07    4.172325e-07    4.427235e-08
   9.115000e-01    4.154268e-07    9.536743e-07    5.382475e-07
   9.120000e-01   -9.859287e-08    7.748604e-07    8.734532e-07
   9.125000e-01   -2.573142e-08    1.609325e-06    1.635057e-06
   9.130000e-01    7.978832e-07   -8.344650e-07    1.632348e-06
   9.135000e-01   -9.544694e-08    3.576279e-07    4.530748e-07
   9.140000e-01   -4.565601e-07    8.344650e-07    1.291025e-06
   9.145000e-01    5.959436e-07   -5.960464e-07    1.191990e-06
   9.150000e-01   -3.642055e-07    1.013279e-06    1.377485e-06
   9.155000e-01    8.217680e-07    2.384186e-07    5.833494e-07
   9.160000e-01    5.076025e-07   -7.152557e-07    1.222858e-06
   9.165000e-01    9.891897e-08    1.013279e-06    9.143600e-07
   9.170000e-01    3.424186e-07    2.384186e-07    1.040000e-07
   9.175000e-01   -3.817237e-07    1.430511e-06    1.812235e-06
   9.180000e-01    1.018640e-06   -1.549721e-06    2.568361e-06
   9.185000e-01   -1.460409e-07   -5.960464e-07    4.500055e-07
   9.190000e-01    3.479734e-07   -7.152557e-07    1.063229e-06
   9.195000e-01    4.691679e-07    1.132488e-06    6.633203e-07
   9.200000e-01   -7.219473e-07   -4.768372e-07    2.451102e-07
   9.205000e-01   -6.086284e-07   -5.960464e-07    1.258195e-08
   9.210000e-01    3.166286e-08    0.000000e+00    3.166286e-08
   9.215000e-01    6.715966e-07   -7.152557e-07    1.386852e-06
   9.220000e-01   -1.645647e-07   -1.192093e-06    1.027528e-06
   9.225000e-01   -1.465323e-07    1.788139e-07    3.253462e-07
   9.230000e-01   -5.679807e-07   -3.576279e-07    2.103529e-07
   9.235000e-01    4.807235e-07   -1.192093e-07    5.999328e-07
   9.240000e-01   -1.411513e-06    4.172325e-07    1.828746e-06
   9.245000e-01    7.320250e-07    1.132488e-06    4.004633e-07
   9.250000e-01    4.711523e-07    1.013279e-06    5.421267e-07
   9.255000e-01   -1.059238e-07    1.788139e-07    2.847377e-07
   9.260000e-01   -5.765766e-07    0.000000e+00    5.765766e-07
   9.265000e-01   -1.144357e-07    2.980232e-07    4.124589e-07
   9.270000e-01    4.172329e-07    0.000000e+00    4.172329e-07
   9.275000e-01   -1.256504e-07    1.013279e-06    1.138929e-06
   9.280000e-01   -9.961759e-08   -1.311302e-06    1.211685e-06
   9.285000e-01    3.387209e-09    5.960464e-08    5.621743e-08
   9.290000e-01   -5.241815e-07    1.788139e-07    7.029955e-07
   9.295000e-01   -2.270329e-09    1.192093e-07    1.214796e-07
   9.300000e-01   -4.778530e-07   -8.344650e-07    3.566120e-07
   9.305000e-01   -2.122230e-07   -2.384186e-07    2.619555e-08
   9.310000e-01   -6.222791e-07    4.768372e-07    1.099116e-06
   9.315000e-01   -6.013002e-07   -4.768372e-07    1.244630e-07
   9.320000e-01    3.998092e-07    4.172325e-07    1.742336e-08
   9.325000e-01    1.321953e-07   -2.384186e-07    3.706138e-07
   9.330000e-01    5.481249e-08   -7.152557e-07    7.700683e-07
   9.335000e-01    1.012878e-07    6.556511e-07    5.543633e-07
   9.340000e-01    2.368394e-07    2.980232e-07    6.118381e-08
   9.345000e-01   -1.378885e-07    6.556511e-07    7.935396e-07
   9.350000e-01    6.076127e-07    1.192093e-07    4.884034e-07
   9.355000e-01    1.672871e-07   -2.384186e-07    4.057056e-07
   9.360000e-01    8.281709e-07    4.768372e-07    3.513337e-07
   9.365000e-01    4.601849e-07    7.748604e-07    3.146755e-07
   9.370000e-01    5.149162e-07   -1.192093e-07    6.341255e-07
   9.375000e-01    3.725290e-09    5.960464e-08    5.587935e-08
   9.380000e-01   -4.075882e-07   -1.072884e-06    6.652954e-07
   9.385000e-01   -1.244750e-06   -5.960464e-07    6.487040e-07
   9.390000e-01   -3.555632e-07    2.980232e-07    6.535864e-07
   9.395000e-01    1.284758e-07    1.430511e-06    1.302036e-06
   9.400000e-01    1.504560e-07    3.576279e-07    2.071718e-07
   9.405000e-01    3.551019e-08   -5.960464e-07    6.315566e-07
   9.410000e-01    7.680529e-07   -4.768372e-07    1.244890e-06
   9.415000e-01   -7.543057e-07   -3.576279e-07    3.966778e-07
   9.420000e-01   -2.103007e-07    4.172325e-07    6.275332e-07
   9.425000e-01   -1.891456e-07    4.172325e-07    6.063781e-07
   9.430000e-01   -2.226390e-07    5.960464e-08    2.822437e-07
   9.435000e-01   -3.976172e-07    6.556511e-07    1.053268e-06
   9.440000e-01    1.050517e-06   -3.576279e-07    1.408145e-06
   9.445000e-01   -2.437423e-07    5.364418e-07    7.801841e-07
   9.450000e-01    1.237390e-06    1.549721e-06    3.123305e-07
   9.455000e-01   -4.251593e-07   -1.192093e-07    3.059500e-07
   9.460000e-01   -1.080831e-06   -5.960464e-07    4.847849e-07
   9.465000e-01   -8.709170e-07    2.384186e-07    1.109336e-06
   9.470000e-01    6.008349e-07    2.384186e-07    3.624164e-07
   9.475000e-01   -6.167047e-07   -1.311302e-06    6.945975e-07
   9.480000e-01   -7.367589e-07   -1.192093e-07    6.175496e-07
   9.485000e-01    1.628011e-07   -2.384186e-07    4.012197e-07
   9.490000e-01    4.581725e-07   -2.384186e-07    6.965910e-07
   9.495000e-01    1.751548e-07   -9.536743e-07    1.128829e-06
   9.500000e-01    4.393880e-07   -1.192093e-06    1.631481e-06
   9.505000e-01    1.998396e-07   -8.344650e-07    1.034305e-06
   9.510000e-01    1.686959e-07    5.364418e-07    3.677459e-07
   9.515000e-01    7.214666e-07   -2.384186e-07    9.598851e-07
   9.520000e-01    4.157944e-07   -1.072884e-06    1.488678e-06
   9.525000e-01    1.855368e-08    1.549721e-06    1.531167e-06
   9.530000e-01    9.125400e-07    5.364418e-07    3.760982e-07
   9.535000e-01   -1.262442e-06    5.364418e-07    1.798884e-06
   9.540000e-01    9.390203e-07    7.152557e-07    2.237645e-07
   9.545000e-01    4.298243e-07   -4.768372e-07    9.066614e-07
   9.550000e-01    8.396075e-07   -2.384186e-07    1.078026e-06
   9.555000e-01    1.033557e-06    2.086163e-06    1.052605e-06
   9.560000e-01   -8.363085e-07    1.192093e-06    2.028401e-06
   9.565000e-01   -1.294843e-06   -1.430511e-06    1.356689e-07
   9.570000e-01    1.900738e-07    1.549721e-06    1.359647e-06
